ID,description,endDate,format,function,name,sourceRecordLink,startDate,type,warning
UNSW_GALLERIES_IDG_00192,"Artists: Tony Clark, Kaipel Ka, Ginger Riley Munduwalawala, Kerrie Poliness, Elizabeth Pulie, Brian Thompson, with Vanuatu sand drawings. Curated by Brian Thompson. Sponsored by Centre for South Pacific Studies, The University of New South Wales. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1998-09-05,,,ADDING - The Blue Pacific,https://www.artdesign.unsw.edu.au/unsw-galleries/adding-%E2%80%93-blue-pacific,1998-08-06,Exhibition,
UNSW_GALLERIES_IDG_00193,"Artist: Anthony Galbraith. Curated by Felicity Fenner, Annette Larkin and William Wright. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1998-08-01,,,Anthony Galbraith: A Retrospective,https://www.artdesign.unsw.edu.au/unsw-galleries/anthony-galbraith-retrospective,1998-06-25,Exhibition,
UNSW_GALLERIES_IDG_00194,"Artists: Ian Abdullah, Pat Brassington, Gordon Bennet, Anne Brennan, Jon Cattapan, Dennis Del Favero, Deej Fabyc, Julie Gough, Louise Hearman, Justin Kramer, Jill Orr, Mike Parr, Catherine Truman, Ken Unsworth. Curated by Jill Bennett and Jackie Dunn. Sponsored by Australia Council and the University of New South Wales. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1998-06-20,,,Telling Tales,https://www.artdesign.unsw.edu.au/unsw-galleries/telling-tales,1998-05-21,Exhibition,
UNSW_GALLERIES_IDG_00195,"The University of New South Wales College of Fine Arts, through the auspices of the Ivan Dougherty Gallery, presents this exhibition of works by a group of Master of Fine Ans graduates; graduates who have completed their studies since 1990. Artists: George Barker, Margaret Burns, Elizabeth Coats, Andrew Frost, Phillip George, Horst Kiechle, Geoff Kleem, Rosemary Laing, Janet Laurence, Margot Nash, Brian O'Dwyer, Eugenia Raskopoulos, Kate Sparke Richards, Margaret Roberts, Nike Savvas, Wendy Sharpe, Robyn Stacey, Jennifer Thornley, Trevor Weekes, and Anne Zahalka. Curated by Nick Waterlow and Jennifer Hardy. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1998-05-16,,,After The Masters: MFA 1993–1997 Selected Work,https://www.artdesign.unsw.edu.au/unsw-galleries/after-masters-mfa-1993%E2%80%931997-selected-work,1998-04-16,Exhibition,
UNSW_GALLERIES_IDG_00196,"Artists: Torsten Andersson, Curt Asker, Rolf Hanson, Inge Lovén, Mikael Lundberg, Elisabet Oscarsson, Lotti Ringström, Laris Strunke, John Sundkvist. Curated by Elizabeth Cross. Organised by RMIT Gallery. Tour: RMIT Gallery, Melbourne, Drill Hall, Canberra, Lawrence Wilson Art Gallery, Perth. Sponsored by Ericsson, Lufthansa Cargo and Volvo Truck Australia Pty Ltd. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1998-04-11,,,Northern Lights Gathering Light: Contemporary Swedish Art,https://www.artdesign.unsw.edu.au/unsw-galleries/northern-lights-gathering-light-contemporary-swedish-art,1998-03-12,Exhibition,
UNSW_GALLERIES_IDG_00197,"Artists: Nikki McCarthy and Jayne Dyer. Curated by Graeme Sullivan. Organised by School of Art Education and Ivan Dougherty Gallery. Sponsored by Visions of Australia, Australia Council for the Arts, Arts Tasmania, Perpetual Trustees Tasmania Ltd. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1998-03-07,,,Critical Influence,https://www.artdesign.unsw.edu.au/unsw-galleries/critical-influence,1998-02-05,Exhibition,
UNSW_GALLERIES_IDG_00198,"The 1999 COFA Postgraduate exhibitions the work by students of the College of Fine Arts UNSW’s masters and PhD degrees. Curated by Felicity Fenner. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-12-21,,,COFA Postgraduate Exhibition,https://www.artdesign.unsw.edu.au/unsw-galleries/cofa-postgraduate-exhibition,1999-11-25,Exhibition,
UNSW_GALLERIES_IDG_00199,"Shifting Currents, celebrates UNSW College of FIne Art's 25th aniversary thorugh works by various COFA Faculty. Curated by Felicity Fenner. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-11-20,,,Shifting Currents: College of Fine Arts Faculty,https://www.artdesign.unsw.edu.au/unsw-galleries/shifting-currents-college-fine-arts-faculty,1999-10-28,Exhibition,
UNSW_GALLERIES_IDG_00200,"Artists: Mark Armstrong, Rina Bernabei, Ken Cato, B. Jan Cowie, Michael Dickinson, Ken Done, Linda Jackson, Aidan Macdonald, Ruth McDermott, Victoria Spring, Liz Williamson, Leslie John Wright. Curated by Jennifer Hardy, Ron Newman and Susan Tiller. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-10-23,,,"Art, Design, the Process",https://www.artdesign.unsw.edu.au/unsw-galleries/art-design-process,1999-09-24,Exhibition,
UNSW_GALLERIES_IDG_00201,"Artists: Judith Ahern, John E. Hughes, Stephen Lojewski, and Harriet McKern. Curated by Felicity Fenner. Sponsored by Australia Council for the Arts. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-09-18,,,Australian Perspecta 1999: Living Here Now – Art and Politics,https://www.artdesign.unsw.edu.au/unsw-galleries/australian-perspecta-1999-living-here-now-%E2%80%93-art-and-politics,1999-08-20,Exhibition,
UNSW_GALLERIES_IDG_00202,"Curated by Ulli Beier and David McNeill, with assistance from Ray Hughes. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-08-14,,,Making Do,https://www.artdesign.unsw.edu.au/unsw-galleries/making-do,1999-07-03,Exhibition,
UNSW_GALLERIES_IDG_00203,"Curated by Nick Waterlow and Anthony Bond. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-07-03,,,Viktoria Marinov,https://www.artdesign.unsw.edu.au/unsw-galleries/viktoria-marinov,1999-06-03,Exhibition,
UNSW_GALLERIES_IDG_00204,"Various artists’ work from the L'Art Brut Museum in Lausanne, Switzerland. Curated by Lucienne Peiry. Sponsored by PRO HELVETIA, Arts Council of Switzerland and Roche Products Pty Ltd. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-05-29,,,Art Brut,https://www.artdesign.unsw.edu.au/unsw-galleries/art-brut,1999-04-22,Exhibition,
UNSW_GALLERIES_IDG_00205,"Exhibits photographs from the legendary artist Lee Miller from her archive of 1929-1964. Organised by Lee Miller Archive. Sponsored by Photo Technica and supported by The British Council. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1999-04-17,,,The Legendary Lee Miller: Photographs 1929–1964,https://www.artdesign.unsw.edu.au/unsw-galleries/legendary-lee-miller-photographs-1929%E2%80%931964,1999-03-04,Exhibition,
UNSW_GALLERIES_IDG_00206,"Artists: Arahmaiani, Chila Kumari Burman, Joyce Vyvyann Lim, Judy Freya Sibayan, Mee Ping Leung, My Le Thi, Tari Ito, Varsha Nair, Wu Mali, Ye Shufang, Zhang Xin. Curated by Binghui Huangfu. Organised by Lasalle-SIA College of the Arts, Singapore. Sponsor: Lasalle-SIA College of the Arts Singapore, Asia-Europe Foundation, National Arts Council (Singapore), Australia Council, NSW Ministry for the Arts, Singapore City for the Arts and Australian High Commission Singapore. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-11-25,,,Text and Sub Text,https://www.artdesign.unsw.edu.au/unsw-galleries/text-and-sub-text,2000-10-26,Exhibition,
UNSW_GALLERIES_IDG_00207,"Artists: Paula Dawson, John E. Hughes, Rosemary Laing, Stelarc. Curated by Felicity Fenner. Organised in association with the Olympic Arts Festival. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-10-21,,,"Body Language: art, sport and the cyber conversation",https://www.artdesign.unsw.edu.au/unsw-galleries/body-language-art-sport-and-cyber-conversation,2000-08-17,Exhibition,
UNSW_GALLERIES_IDG_00208,"Artists: Cressida Campbell, Kevin Connor, Robert Emerson Curtis, Nicholas Harding, Lloyd Rees, Sally Robinson, Ann Thomson, Roland Wakelin. Curated by Belinda Webb. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-08-12,,,Images of Sydney,https://www.artdesign.unsw.edu.au/unsw-galleries/images-sydney,2000-07-15,Exhibition,
UNSW_GALLERIES_IDG_00209,"Artists: Robert MacPherson and Bea Maddock. Satellite exhibition of the Biennale of Sydney. Curated by Daniel Thomas. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-07-08,,,LANDFALL: Robert MacPherson and Bea Maddock,https://www.artdesign.unsw.edu.au/unsw-galleries/landfall-robert-macpherson-and-bea-maddock,2000-06-01,Exhibition,
UNSW_GALLERIES_IDG_00210,"Artists: Tom Nicholson, Lee Wen, and Zunzi Wong. Curated by Felicity Fenner with Charles Green and Lee Weng Choy. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-05-24,,,Critical Response,https://www.artdesign.unsw.edu.au/unsw-galleries/critical-response,2000-04-29,Exhibition,
UNSW_GALLERIES_IDG_00211,"Various Indonesian artists. Curated by Damon Moon and Dwi Marianto. Sponsored by Australia Indonesia Institute. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-04-22,,,AWAS! Recent Art from Indonesia,https://www.artdesign.unsw.edu.au/unsw-galleries/awas-recent-art-from-indonesia,2000-03-28,Exhibition,
UNSW_GALLERIES_IDG_00212,"Artists: Elisabeth Cummings, Suzanne Archer, David Fairbairn, and John Peart. Curated by David Fairbairn and Adrian Davies. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-03-15,,,Common Ground,https://www.artdesign.unsw.edu.au/unsw-galleries/common-ground,2000-02-17,Exhibition,
UNSW_GALLERIES_IDG_00213,"Artists: William Yang and Jeri Drucker. Curated by Leong K. Chan, Raymond Donovan and Beverley Fielder. Sponsored by Centatime Pty Ltd, ACON, Australian Socio-Graphic Project, South East Asian Socio-Graphic Aids Project. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2000-02-12,,,Visualising Aids: Images in Art and Design,https://www.artdesign.unsw.edu.au/unsw-galleries/visualising-aids-images-art-and-design,2000-02-05,Exhibition,
UNSW_GALLERIES_IDG_00214,"The exhibition MORPHOLOGIES and its accompanying Symposium are jointly presented by Artspace Australia, Ivan Dougherty Gallery and the Centre for Interactive Cinema Research,College of Fine Arts, UNSW. Artists: Dennis Del Favero, Agnes Hegedus, Ian Howard, Susan Norrie, Jeffrey Shaw, Skan (Skye Daley and Daniel Wright), and Peter Weibel. Curated by Nick Tsoutas and Nick Waterlow. Presented in collaboration with ZKM, Centre for Art and Media, Karlsruhe, Germany. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-12-15,,,MORPHOLOGIES,https://www.artdesign.unsw.edu.au/unsw-galleries/morphologies,2001-11-22,Exhibition,
UNSW_GALLERIES_IDG_00215,"2001 Alumni Exhibition, presents a selection of works from COFA graduates in association with the UNSW Alumni Association's presentation. Artists: UNSW College of Fine Arts Alumni. Curated by  Nina Machielse. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-11-17,,,2001 Alumni Exhibition,https://www.artdesign.unsw.edu.au/unsw-galleries/2001-alumni-exhibition,2001-11-08,Exhibition,
UNSW_GALLERIES_IDG_00216,"NO MUTTERING showcases a sample of sixteen contemporary Australian artists, who are working with print in an innovative and creative manner, extending the boundaries of traditional print practice and creating challenging contemporary works. Artists: Raymond Arnold, Nick Bleazel, Jan Davis, Mary Dorahy, Lesley Duxbury, Neil Emmerson, Mirabel Fitzgerald, Gary Jolley, Erica Seccombe, Kim Westcott, and others. Curated by Rilka Oakley. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-11-03,,,NO MUTTERING,https://www.artdesign.unsw.edu.au/unsw-galleries/no-muttering,2001-10-04,Exhibition,
UNSW_GALLERIES_IDG_00217,"ANXIETY: The Drawn Figure, in this exhibition the drawings selected deal with issues of social, political, cultural, psychological, emotional and personal anxiety. Artists: Ken Currie, Ian McCulloch, Lui Wei, Xia Xiao Wan, Mike Parr, Del Barton. Curated by Michael Esson. Sponsored by Megacolor. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-09-22,,,ANXIETY: The Drawn Figure,https://www.artdesign.unsw.edu.au/unsw-galleries/anxiety-drawn-figure,2001-08-22,Exhibition,
UNSW_GALLERIES_IDG_00218,"Artists: Junichi Arai and Hideo Yamakuchi, Lia Cook, Emily DuBois, Cynthia Schira, Laura Foster Nicholson, Bhakti Ziek, Louise Lemieux Bérube, Ruth Scheuing, Frances Dorsey, Liz Williamson. Curated by Le Centre des Textiles Contemporains de Montréal, Canada. Sponsored by Geraldine Cooper P/L, Arkitex, Longina Phillips Designs Pty. Ltd., Pointcarré textile software, Department of Foreign Affairs and International Trade. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-08-18,,,e-textiles ventures – jacquard weaving,https://www.artdesign.unsw.edu.au/unsw-galleries/e-textiles-ventures-%E2%80%93-jacquard-weaving,2001-07-19,Exhibition,
UNSW_GALLERIES_IDG_00219,"Intersections of Art & Science showcases the visual work of international and Australian artists and scientists, as apart of the 5th International Congress and Exhibition of ISIS-Symmetry. Various national and international artists: Susan Andrews, Robyn Backen, Rhett Brewer, Jacqueline Clayton, Liz Coats, Louise Fowler-Smith, Elizabeth Gower, Chris Ireland, Isobel Johnston, Stephen Jones, Klara Kutcha, Janet Laurence, Noelene Lucas, Harriet McKern & Susan Mackinnon, David Malin, Melinda Menning, Jin-Ho Park, Patricia Piccinini, Philip Schofield, Julie Tolmie, Jennifer Turpin, Jennifer Turpin & Michael Crawford. Curated by Elizabeth Ashburn and Nick Waterlow. Sponsored by Black Express Light and Sound, Boatrace, The Digital Workshop, Contact Printing, CPI. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-07-14,,,Intersections of Art & Science,https://www.artdesign.unsw.edu.au/unsw-galleries/intersections-art-science,2001-06-07,Exhibition,
UNSW_GALLERIES_IDG_00220,"Artists: Salima Hashmi, Anwar Saeed, Naiza Khan, Imran Qureshi, Aisha Khalid, Rubyna Chishti. Curated by Salima Hashmi, Sue Rowley and Rilka Oakley. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-06-02,,,The Eye Still Seeks: Contemporary Art from Pakistan,https://www.artdesign.unsw.edu.au/unsw-galleries/eye-still-seeks-contemporary-art-from-pakistan,2001-05-03,Exhibition,
UNSW_GALLERIES_IDG_00221,"Various Artists. Curated by  Nick Waterlow. Sponsored by Annandale Printing, CPI, Jaeger Fine Papers. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-04-28,,,A Century of Collecting 1901–2001,https://www.artdesign.unsw.edu.au/unsw-galleries/century-collecting-1901%E2%80%932001,2001-03-29,Exhibition,
UNSW_GALLERIES_IDG_00222,"Artists: Elizabeth Ashburn, Julie Bartholomew, Juliana Bartulin, Rick Bennett, Nicole Ellis, Bonita Ely, Merilyn Fairskye, Louise Fowler-Smith, John Gillies, Ian Howard, Brian O’Dwyer, Peter Pinson, Vaughan Dai Rees, Sylvia Ross, Kurt Schranzer, Rose Vickers. Curated by Beverley Fielder. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2001-03-24,,,Histories in the Making,https://www.artdesign.unsw.edu.au/unsw-galleries/histories-making,2001-03-01,Exhibition,
UNSW_GALLERIES_IDG_00223,"An exhibition of Masters students from COFA's 2002 cohort. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-12-21,,,Master of Fine Art (MFA) Graduate Exhibition,https://www.artdesign.unsw.edu.au/unsw-galleries/master-fine-art-mfa-graduate-exhibition,2002-12-05,Exhibition,
UNSW_GALLERIES_IDG_00224,"A Silver Lining & A New Beginning is a celebration of the Ivan Dougherty Gallery's 25th anniversary. Curated by Nick Waterlow with COFA and Ivan Dougherty Gallery staff. Sponsored by Christie’s and Contact Printing. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-11-30,,,A Silver Lining & A New Beginning,https://www.artdesign.unsw.edu.au/unsw-galleries/silver-lining-new-beginning,2002-11-14,Exhibition,
UNSW_GALLERIES_IDG_00225,"With and Without You is an exhibition that attempts to physical and perceptual boundaries between viewer and viewed. The works constructs AIDS as a compilation of visual revelation and invisibility, presence and absence, life and death. Artists: Mohd Zamal Arip, Bronwyn Bancroft, Barton Lidice Benes, Chan Tuck Yew Ernest, Peter Cherone, Boy Dominguez, Felix González-Torres, Max Greenberg, Rebecca Guberman, Frank Holliday, Zoë Leonard, Edward Lightner, David McDiarmid, Ludmila Maliarenko, Ng Siow Lee Yuki, Scott Redford, Andres Serrano, Joseph Stabilito, Brian Gothong Tan, Felix Tan & Neo Hock Hua, Steed Taylor, Benjamin Trimmier, Mychaylo Vertuozow, David Wojnarowicz, Laurence Young. Curated by Royce W. Smith. Sponsored by Sydney 2002 Gay Games. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-11-09,,,With and Without You: Re-visitations of art in the age of AIDS,https://www.artdesign.unsw.edu.au/unsw-galleries/with-and-without-you-re-visitations-art-age-aids,2002-10-03,Exhibition,
UNSW_GALLERIES_IDG_00226,"African Marketplace is an exhibition of various artists, including cultural artefacts such as shopboards and telephone wire baskets. Curated by David McNeill and Jill Bennett and organised as a touring exhibition by Contemporary Art Services Tasmania. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-09-28,,,African Marketplace,https://www.artdesign.unsw.edu.au/unsw-galleries/african-marketplace,2002-08-22,Exhibition,
UNSW_GALLERIES_IDG_00227,"Artists: Craig Andrae, Beata Batorowicz, Matt Calvert, Richard Giblett, Sharon Goodwin, Katie Moore, Callum Morton, Louise Paramor, Charles Robb, Sarah Ryan, Ricky Swallow. Curated by Stuart Koop. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-08-17,,,Gulliver’s Travels,https://www.artdesign.unsw.edu.au/unsw-galleries/gulliver%E2%80%99s-travels,2002-07-11,Exhibition,
UNSW_GALLERIES_IDG_00228,"Artists: Li Yongbin, Wang Gongxin, Wang Jianwei, Zhang Peili, Zhu Jia. Curated by Binghui Huangfu. Organised by Earl Lu Gallery, Lasalle-SIA College of the Arts, Singapore. Sponsored by John Panizza and the Gordon Darling Foundation. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-07-06,,,Compound Eyes,https://www.artdesign.unsw.edu.au/unsw-galleries/compound-eyes,2002-05-31,Exhibition,
UNSW_GALLERIES_IDG_00229,"O Soul O Spirit O Fire: Celebrating fifty years of the Blake Prize for Religious Art. Artists: John Adair, Davida Allen, Asher Bilu, Marion Borgelt, Warren Breninger, Arthur Boyd, John Coburn, Maryanne Coutts, Lawrence Daws, Donald Friend, Leonard French, George Gittoes, Laurie Gowanulli, Ian Grant, Thomas Gleghorn, Geoff Harvey, Weaver Hawkins, Hector Sundaloo Jandany, Roger Kemp, Michael Kitching, Michael Kmit, Alun Leach-Jones, Janet Laurence, Keith Looby, Elwyn Lynn, Hilarie Mais, Rodney Milgate, Linda Syddick Napaltjarri, Justin O’Brien, Desiderius Orban, John Passmore, Stanislaus Rapotec, Julie Rrap, Garry Shead, Eric Smith, Joseph Szabo, Ann Taylor, Peter Upward, Rosemary Valadon, Salvatore Zofrea. Curated by Rosemary Crumlin. Organised as a touring exhibition from QUT Art Museum. Sponsored by John Panizza and the Gordon Darling Foundation. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-05-25,,,O Soul O Spirit O Fire: Celebrating fifty years of the Blake Prize for Religious Art,https://www.artdesign.unsw.edu.au/unsw-galleries/o-soul-o-spirit-o-fire-celebrating-fifty-years-blake-prize-for-religious-art,2002-04-18,Exhibition,
UNSW_GALLERIES_IDG_00230,"Artists: Craig Bennett, Fay Brauer, Lorraine Brown, Sally Clarke, Roger Covell, Sandra Curry, Catherine De Lorenzo, David Eastwood, Nicole Ellis, Joe Frost, Wendy Howard, Tania Kingston, Alan Krell, Maxine Liau, Idris Murphy, Michael Neal, Ron Newman, Brian O’Dwyer, Debra Phillips, Peter Pinson, Vaughan Dai Rees, Alan Schacher, Ingrid Van Dyk, Radislav Vucetic, Deborah Clare, Veronica West. Curated by Elizabeth Ashburn. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-04-13,,,Paris Days: The UNSW studio in Paris,https://www.artdesign.unsw.edu.au/unsw-galleries/paris-days-unsw-studio-paris,2002-03-07,Exhibition,
UNSW_GALLERIES_IDG_00231,"The 2002 COFA Postgraduate Summer Program is a month of quick turn around exhibitions by candidates for the College of Fine Arts UNSW’s Masters and PhD degrees. Artists: Uros Todorovic, Filipina Buttitta, Miriam Lloyd, Jodie Cunningham, Martin Sims. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2002-03-02,,,COFA Postgraduate Summer Program,https://www.artdesign.unsw.edu.au/unsw-galleries/cofa-postgraduate-summer-program,2002-02-05,Exhibition,
UNSW_GALLERIES_IDG_00232,"An exhibition of Masters students from COFA's 2003 cohort. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-12-20,,,Masters of COFA 2003,https://www.artdesign.unsw.edu.au/unsw-galleries/masters-cofa-2003,2003-12-04,Exhibition,
UNSW_GALLERIES_IDG_00233,"Artists: Nils Abramson, Stephen Benton, Margaret Benyon, Rudie Berkhout, Antonio Canaletto, Agostino Carracci, Melissa Crenshaw, Paula Dawson, Hendrick Goltzius, Dieter Jung, Eduardo Kac, Max Klinger, Aaron Kurzen, David Lucas, Francisco Goya Y Lucientes, Jerry Marks, Claude Mellan, Edwina Orr, Samuel Palmer, Andrew Pepper, Giovanni Battista Piranesi, Carl Frederik Reuterswaerd, Dan Schweitzer, Giovanni Battista Tiepolo, Rembrandt Van Run, Charles Vest, Doris Vila, Sally Weber, Wenyon and Gamble. Curated by Paula Dawson and John Gage. Sponsored by St Vincents Hospital, Wilson Fabrics & Homewares, Italian Institute of Culture Sydney, Coherent Scientific, and Norseld Laser and Control Systems. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",2003-11-29,,,Light from Shadow: The Legacy of Chiaroscuro in Spatial Imaging,https://www.artdesign.unsw.edu.au/unsw-galleries/light-from-shadow-legacy-chiaroscuro-spatial-imaging,2003-10-22,Exhibition,
